pr_id,pr_number,title,agent,user,state,created_at,merged_at,repo_url,total_additions,total_deletions,total_changes,files_touched,num_commits,net_change,churn_ratio,size_category
3194885823,1312,Use shared Input component in tool providers,OpenAI_Codex,toyamarinyon,closed,2025-07-02T07:26:11Z,2025-07-02T08:54:10Z,https://api.github.com/repos/giselles-ai/giselle,10,34,44,2,1,-24,3.4,S
3158861101,2360,[alpha_factory] Clarify API key instructions in tree search notebook,OpenAI_Codex,MontrealAI,closed,2025-06-19T04:17:26Z,2025-06-19T04:17:37Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,2,2,4,2,1,0,1.0,XS
3158936158,1026,Fix add agent button label,OpenAI_Codex,nicarq,closed,2025-06-19T04:57:48Z,2025-06-19T05:11:06Z,https://api.github.com/repos/dcSpark/shinkai-local-ai-agents,3,1,4,3,1,2,0.3333333333333333,XS
3159031025,980,Combine sweep and device manager records in devices_mv,OpenAI_Codex,mfreeman451,closed,2025-06-19T05:46:01Z,2025-06-19T05:49:12Z,https://api.github.com/repos/carverauto/serviceradar,184,20,204,12,1,164,0.10869565217391304,M
3164978787,80,Add support for Sury #77,OpenAI_Codex,sebastianwessel,open,2025-06-21T10:22:49Z,,https://api.github.com/repos/decs/typeschema,7043,5390,12433,24,6,1653,0.7652988783188982,XL
3184703163,499,Implement debounce and smooth updates for share search,OpenAI_Codex,Rello,closed,2025-06-28T07:49:13Z,2025-06-28T07:50:55Z,https://api.github.com/repos/Rello/analytics,54,19,73,2,1,35,0.35185185185185186,S
3127864708,1843,[alpha_factory] allow governance bridge port,OpenAI_Codex,MontrealAI,closed,2025-06-08T03:24:38Z,2025-06-08T03:24:49Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,30,1,31,3,1,29,0.03333333333333333,S
3128266425,12842,Add code generator and duplicate check for AMP,OpenAI_Codex,buddhika75,closed,2025-06-08T11:42:55Z,2025-06-08T14:45:29Z,https://api.github.com/repos/hmislk/hmis,131,8,139,2,3,123,0.061068702290076333,M
3156394385,4,Improve greeting behavior by updating system prompt,OpenAI_Codex,developersdigest,closed,2025-06-18T10:50:29Z,2025-06-18T10:50:47Z,https://api.github.com/repos/mendableai/firestarter,1,3,4,1,1,-2,3.0,XS
3161674542,1036,Fix Chat navigation to use associated agent,OpenAI_Codex,nicarq,closed,2025-06-20T01:39:54Z,2025-06-20T01:50:13Z,https://api.github.com/repos/dcSpark/shinkai-local-ai-agents,23,11,34,1,1,12,0.4782608695652174,S
3161711168,991,Unify discovery event pipeline,OpenAI_Codex,mfreeman451,closed,2025-06-20T02:09:54Z,2025-06-20T02:11:13Z,https://api.github.com/repos/carverauto/serviceradar,109,203,312,10,1,-94,1.8623853211009174,M
3070840583,24,Delegate server responses to service,OpenAI_Codex,0x4D31,closed,2025-05-17T15:00:14Z,2025-05-17T15:05:21Z,https://api.github.com/repos/0x4D31/galah,51,31,82,4,1,20,0.6078431372549019,S
3070852670,1383,Update changelog for get_live_urls,OpenAI_Codex,creatorrr,closed,2025-05-17T15:13:05Z,2025-05-17T15:26:32Z,https://api.github.com/repos/julep-ai/julep,1,0,1,1,1,1,0.0,XS
3070861271,1390,Remove unused msgpack import,OpenAI_Codex,creatorrr,closed,2025-05-17T15:18:54Z,2025-06-07T08:06:49Z,https://api.github.com/repos/julep-ai/julep,5,9,14,3,3,-4,1.8,XS
3070868251,1391,Add cross links between docs and cookbooks,OpenAI_Codex,creatorrr,closed,2025-05-17T15:23:14Z,2025-05-17T15:24:47Z,https://api.github.com/repos/julep-ai/julep,330,119,449,24,1,211,0.3606060606060606,M
3070893220,1392,Update roadmap and CLI docs,OpenAI_Codex,creatorrr,closed,2025-05-17T15:47:40Z,2025-05-17T15:48:53Z,https://api.github.com/repos/julep-ai/julep,17,87,104,2,1,-70,5.117647058823529,S
3070921346,1339,Fix streaming example print statement,OpenAI_Codex,EricLBuehler,closed,2025-05-17T16:33:40Z,2025-05-17T16:57:37Z,https://api.github.com/repos/EricLBuehler/mistral.rs,1,1,2,1,1,0,1.0,XS
3203624167,110,Move WhatsApp smart suggestions outside tabs,OpenAI_Codex,MihaiCristianCondrea,closed,2025-07-04T20:09:48Z,2025-07-04T20:09:55Z,https://api.github.com/repos/MihaiCristianCondrea/Smart-Cleaner-for-Android,80,66,146,1,1,14,0.825,S
3203698866,160,Fix generate_insert_sql batching,OpenAI_Codex,andrewm4894,closed,2025-07-04T21:05:50Z,2025-07-04T21:10:08Z,https://api.github.com/repos/andrewm4894/anomstack,40,3,43,2,1,37,0.075,S
3148086960,1307,Add `unsafe_inherent_method_target_feature_added` lint,OpenAI_Codex,obi1kenobi,closed,2025-06-15T21:39:23Z,2025-06-18T05:30:17Z,https://api.github.com/repos/obi1kenobi/cargo-semver-checks,2607,330,2937,80,13,2277,0.12658227848101267,XL
3148067101,492,WIP: Add movie image extraction for PDF support,OpenAI_Codex,snakajima,closed,2025-06-15T21:06:36Z,,https://api.github.com/repos/receptron/mulmocast-cli,57,2,59,4,1,55,0.03508771929824561,S
3147785204,64,Fix coverage badge URL,OpenAI_Codex,simba-git,closed,2025-06-15T16:36:39Z,,https://api.github.com/repos/featureform/enrichmcp,1,1,2,1,1,0,1.0,XS
3147781360,105,Fix PhantomJS tests by switching to jsdom,OpenAI_Codex,marcio,closed,2025-06-15T16:33:53Z,2025-06-15T16:35:36Z,https://api.github.com/repos/marcio/react-skylight,18,12,30,5,1,6,0.6666666666666666,S
3147733822,1,Fix trading day logic,OpenAI_Codex,keating666,open,2025-06-15T15:57:40Z,,https://api.github.com/repos/keating666/yzcbbs,3,0,3,1,1,3,0.0,XS
3225317307,932,Enhance team card interactions,OpenAI_Codex,242816,closed,2025-07-12T12:52:47Z,,https://api.github.com/repos/bionic-gpt/bionic-gpt,67,54,121,6,1,13,0.8059701492537313,S
3225416831,5775,Add Doxygen headers for statsobj,OpenAI_Codex,rgerhards,closed,2025-07-12T14:26:19Z,2025-07-12T16:23:16Z,https://api.github.com/repos/rsyslog/rsyslog,42,0,42,2,1,42,0.0,S
3225419785,223,Gate PiP on default script option,OpenAI_Codex,StephenDev0,closed,2025-07-12T14:28:38Z,2025-07-12T14:30:28Z,https://api.github.com/repos/StephenDev0/StikDebug,15,5,20,2,1,10,0.3333333333333333,S
3208011186,548,Add Prism model implementation,OpenAI_Codex,wieslawsoltes,closed,2025-07-07T08:18:57Z,2025-07-07T08:38:17Z,https://api.github.com/repos/wieslawsoltes/Dock,1430,8,1438,25,2,1422,0.005594405594405594,XL
3208202234,550,Add global docking control option,OpenAI_Codex,wieslawsoltes,closed,2025-07-07T09:18:50Z,2025-07-07T09:21:46Z,https://api.github.com/repos/wieslawsoltes/Dock,70,7,77,5,2,63,0.1,S
3124125713,118,Add match expression example and test,OpenAI_Codex,tamnd,closed,2025-06-06T08:57:22Z,2025-06-06T09:07:55Z,https://api.github.com/repos/mochilang/mochi,96,0,96,3,1,96,0.0,S
3137864712,4692,Fix variable reference in ScManifest.lang_keys_from_object,OpenAI_Codex,benwbrum,closed,2025-06-11T19:15:36Z,,https://api.github.com/repos/benwbrum/fromthepage,1,1,2,1,1,0,1.0,XS
3138341820,2255,Optimize BigInt hex conversion,OpenAI_Codex,bobzhang,closed,2025-06-11T23:21:52Z,2025-06-23T06:46:51Z,https://api.github.com/repos/moonbitlang/core,47,37,84,2,5,10,0.7872340425531915,S
3128864357,213,Improve interpreter const-eval,OpenAI_Codex,tamnd,closed,2025-06-09T01:15:28Z,,https://api.github.com/repos/mochilang/mochi,22,9,31,2,1,13,0.4090909090909091,S
3128901152,218,Update golden tests for call folding compiler,OpenAI_Codex,tamnd,closed,2025-06-09T01:45:36Z,2025-06-09T01:46:18Z,https://api.github.com/repos/mochilang/mochi,0,9,9,9,1,-9,9.0,XS
3128953258,1918,[alpha_factory] ensure core package auto-install,OpenAI_Codex,MontrealAI,closed,2025-06-09T02:30:24Z,2025-06-09T02:30:49Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,16,2,18,1,1,14,0.125,S
3089475880,859,[alpha_factory] clarify wheel signing steps,OpenAI_Codex,MontrealAI,closed,2025-05-25T18:10:09Z,2025-05-25T18:10:17Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,20,26,46,1,1,-6,1.3,S
3089613637,893,Optimize token relation computation,OpenAI_Codex,jdesboeufs,closed,2025-05-25T22:22:09Z,,https://api.github.com/repos/addok/addok,61,1,62,3,1,60,0.01639344262295082,S
3260484094,12726,"Update Erlang transpiler, compile more programs",OpenAI_Codex,tamnd,closed,2025-07-24T16:26:01Z,2025-07-24T16:26:15Z,https://api.github.com/repos/mochilang/mochi,3742,51,3793,81,1,3691,0.013629075360769643,XL
3260490399,12728,Update Ruby rosetta outputs,OpenAI_Codex,tamnd,closed,2025-07-24T16:28:28Z,2025-07-24T16:28:43Z,https://api.github.com/repos/mochilang/mochi,8310,62,8372,147,1,8248,0.007460890493381468,XL
3260492480,12729,Improve Racket transpiler boolean handling,OpenAI_Codex,tamnd,closed,2025-07-24T16:29:18Z,2025-07-24T16:29:45Z,https://api.github.com/repos/mochilang/mochi,6601,33,6634,92,1,6568,0.004999242539009241,XL
3260544783,12730,Improve PHP transpiler features,OpenAI_Codex,tamnd,closed,2025-07-24T16:48:37Z,2025-07-24T16:48:52Z,https://api.github.com/repos/mochilang/mochi,2464,40,2504,35,1,2424,0.016233766233766232,XL
3260577723,5777,feat: support multiple task webhook URLs,OpenAI_Codex,qdequele,open,2025-07-24T16:59:12Z,,https://api.github.com/repos/meilisearch/meilisearch,80,41,121,7,2,39,0.5125,S
3260598497,12733,Fix Pascal transpiler for Rosetta index 18,OpenAI_Codex,tamnd,closed,2025-07-24T17:06:30Z,2025-07-24T17:06:47Z,https://api.github.com/repos/mochilang/mochi,243,5,248,6,1,238,0.0205761316872428,M
3260601855,12734,Fix string return casting in Rust transpiler,OpenAI_Codex,tamnd,closed,2025-07-24T17:07:31Z,,https://api.github.com/repos/mochilang/mochi,439,11,450,5,1,428,0.025056947608200455,M
3260604827,12735,Transpile aks-test-for-primes to Scala,OpenAI_Codex,tamnd,closed,2025-07-24T17:08:29Z,2025-07-24T17:08:42Z,https://api.github.com/repos/mochilang/mochi,97,4,101,5,1,93,0.041237113402061855,S
3260609252,12737,Fix Scala index expr,OpenAI_Codex,tamnd,open,2025-07-24T17:09:57Z,,https://api.github.com/repos/mochilang/mochi,29,10,39,6,1,19,0.3448275862068966,S
3260612229,12739,Fix ts transpiler parseIntStr and struct mutation,OpenAI_Codex,tamnd,closed,2025-07-24T17:11:05Z,2025-07-24T17:11:17Z,https://api.github.com/repos/mochilang/mochi,69,76,145,5,1,-7,1.1014492753623188,S
3260614706,12740,Enable const vector params for cpp transpiler,OpenAI_Codex,tamnd,closed,2025-07-24T17:11:54Z,2025-07-24T17:12:08Z,https://api.github.com/repos/mochilang/mochi,171,4,175,4,1,167,0.023391812865497075,M
3260616681,12741,Fix Swift inout call handling,OpenAI_Codex,tamnd,closed,2025-07-24T17:12:39Z,2025-07-24T17:12:51Z,https://api.github.com/repos/mochilang/mochi,62,9,71,1,1,53,0.14516129032258066,S
3260618998,12742,Improve OCaml transpiler dynamic arithmetic,OpenAI_Codex,tamnd,closed,2025-07-24T17:13:24Z,2025-07-24T17:13:49Z,https://api.github.com/repos/mochilang/mochi,98,3,101,1,1,95,0.030612244897959183,S
3260621533,12743,Fix break propagation in Erlang transpiler,OpenAI_Codex,tamnd,closed,2025-07-24T17:14:22Z,2025-07-24T17:14:36Z,https://api.github.com/repos/mochilang/mochi,75,31,106,5,1,44,0.41333333333333333,S
3260623750,12744,Fix Lua Rosetta program 209,OpenAI_Codex,tamnd,closed,2025-07-24T17:15:08Z,2025-07-24T17:15:22Z,https://api.github.com/repos/mochilang/mochi,42,6,48,4,1,36,0.14285714285714285,S
3260633436,12749,Fix C transpiler for abc-problem,OpenAI_Codex,tamnd,closed,2025-07-24T17:19:13Z,2025-07-24T17:19:41Z,https://api.github.com/repos/mochilang/mochi,274,30,304,4,1,244,0.10948905109489052,M
3260669289,12755,Update OCaml transpiler and add keys builtin,OpenAI_Codex,tamnd,closed,2025-07-24T17:31:06Z,2025-07-24T17:31:22Z,https://api.github.com/repos/mochilang/mochi,361,28,389,7,1,333,0.07756232686980609,M
3260696791,12756,Update TS transpiler and rosetta outputs,OpenAI_Codex,tamnd,closed,2025-07-24T17:40:49Z,2025-07-24T17:41:02Z,https://api.github.com/repos/mochilang/mochi,206,36,242,11,1,170,0.17475728155339806,M
3260699047,12757,Enable map support in Pascal transpiler,OpenAI_Codex,tamnd,closed,2025-07-24T17:41:45Z,2025-07-24T17:42:03Z,https://api.github.com/repos/mochilang/mochi,303,2,305,3,1,301,0.006600660066006601,M
3260704307,12759,Improve C# transpiler,OpenAI_Codex,tamnd,closed,2025-07-24T17:43:21Z,2025-07-24T17:48:43Z,https://api.github.com/repos/mochilang/mochi,190,150,340,3,1,40,0.7894736842105263,M
3260711117,12762,Process Rosetta indices 211-241,OpenAI_Codex,tamnd,closed,2025-07-24T17:45:29Z,2025-07-24T17:45:45Z,https://api.github.com/repos/mochilang/mochi,10175,33,10208,63,1,10142,0.003243243243243243,XL
3260713587,3726,fix: update insight SRI and build order,OpenAI_Codex,MontrealAI,closed,2025-07-24T17:46:06Z,2025-07-24T17:47:16Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,5,1,6,2,1,4,0.2,XS
3260717390,12764,Update Rust transpiler,OpenAI_Codex,tamnd,closed,2025-07-24T17:47:20Z,2025-07-24T17:49:00Z,https://api.github.com/repos/mochilang/mochi,1170,12,1182,10,1,1158,0.010256410256410256,XL
3260718475,12765,"Improve Erlang transpiler, run more rosetta tasks",OpenAI_Codex,tamnd,closed,2025-07-24T17:47:49Z,2025-07-24T17:48:03Z,https://api.github.com/repos/mochilang/mochi,225,57,282,12,1,168,0.25333333333333335,M
3260730793,12770,Work in progress on ctrans dynamic loops,OpenAI_Codex,tamnd,closed,2025-07-24T17:52:40Z,2025-07-24T17:52:54Z,https://api.github.com/repos/mochilang/mochi,61,1,62,1,1,60,0.01639344262295082,S
3260740843,12775,Fix C transpiler list return handling,OpenAI_Codex,tamnd,closed,2025-07-24T17:56:53Z,2025-07-24T17:57:06Z,https://api.github.com/repos/mochilang/mochi,154,3,157,4,1,151,0.01948051948051948,M
3260742904,12776,Fix Java transpiler map lookup for dynamic objects,OpenAI_Codex,tamnd,closed,2025-07-24T17:57:46Z,2025-07-24T17:58:00Z,https://api.github.com/repos/mochilang/mochi,195,21,216,7,1,174,0.1076923076923077,M
3260758035,12779,php transpiler: generate rosetta outputs up to task 148,OpenAI_Codex,tamnd,closed,2025-07-24T18:03:37Z,,https://api.github.com/repos/mochilang/mochi,3401,16,3417,26,1,3385,0.004704498676859747,XL
3260760548,12780,Fix OCaml transpiler issues,OpenAI_Codex,tamnd,closed,2025-07-24T18:04:35Z,2025-07-24T18:04:51Z,https://api.github.com/repos/mochilang/mochi,346,37,383,12,1,309,0.1069364161849711,M
3260766490,12782,Add 99-bottles-of-beer Elixir output,OpenAI_Codex,tamnd,closed,2025-07-24T18:06:49Z,,https://api.github.com/repos/mochilang/mochi,466,3,469,3,1,463,0.006437768240343348,M
3260774326,12785,Fix Scala transpiler funexpr type handling,OpenAI_Codex,tamnd,closed,2025-07-24T18:09:31Z,2025-07-24T18:09:45Z,https://api.github.com/repos/mochilang/mochi,1364,40,1404,37,1,1324,0.02932551319648094,XL
3260789127,12790,Fix OCaml transpiler for global funcs,OpenAI_Codex,tamnd,closed,2025-07-24T18:13:55Z,,https://api.github.com/repos/mochilang/mochi,58,29,87,5,1,29,0.5,S
3260846076,12797,Update F# transpiler and add Rosetta outputs,OpenAI_Codex,tamnd,closed,2025-07-24T18:36:40Z,2025-07-24T18:36:51Z,https://api.github.com/repos/mochilang/mochi,915,32,947,34,1,883,0.034972677595628415,L
3128741547,1911,[alpha_factory] Rewrite safety notes,OpenAI_Codex,MontrealAI,closed,2025-06-08T22:29:20Z,2025-06-08T22:29:28Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,12,1,13,1,1,11,0.08333333333333333,S
3128738566,1910,[alpha_factory] tidy imports in world model demo,OpenAI_Codex,MontrealAI,closed,2025-06-08T22:23:28Z,2025-06-08T22:23:41Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,24,8,32,1,1,16,0.3333333333333333,S
3128738345,207,Improve Go string indexing,OpenAI_Codex,tamnd,closed,2025-06-08T22:23:02Z,2025-06-08T22:23:50Z,https://api.github.com/repos/mochilang/mochi,33,95,128,2,1,-62,2.878787878787879,S
3107973002,121,Add Midnight Mirage to iPod videos,OpenAI_Codex,ryokun6,closed,2025-06-01T22:46:19Z,2025-06-01T22:46:33Z,https://api.github.com/repos/ryokun6/ryos,8,0,8,1,1,8,0.0,XS
3108011016,1389,[alpha_factory] store run parents,OpenAI_Codex,MontrealAI,closed,2025-06-01T23:19:24Z,2025-06-01T23:19:32Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,39,10,49,4,1,29,0.2564102564102564,S
3205923240,5443,Refactor fs converter,OpenAI_Codex,tamnd,closed,2025-07-06T02:23:46Z,,https://api.github.com/repos/mochilang/mochi,86,77,163,5,1,9,0.8953488372093024,S
3205923299,5445,Refactor any2mochi Go converter,OpenAI_Codex,tamnd,closed,2025-07-06T02:23:55Z,,https://api.github.com/repos/mochilang/mochi,21,224,245,6,1,-203,10.666666666666666,S
3206004111,3013,[alpha_factory] Update fetch_assets tests,OpenAI_Codex,MontrealAI,closed,2025-07-06T03:32:23Z,2025-07-06T03:32:35Z,https://api.github.com/repos/MontrealAI/AGI-Alpha-Agent-v0,7,13,20,1,1,-6,1.8571428571428572,XS
3206018873,5446,Split convert_other_golden tests,OpenAI_Codex,tamnd,closed,2025-07-06T03:43:32Z,2025-07-06T03:43:44Z,https://api.github.com/repos/mochilang/mochi,314,56,370,25,1,258,0.17834394904458598,M
3206019474,5447,Refactor Python converter and simplify CLI,OpenAI_Codex,tamnd,closed,2025-07-06T03:44:02Z,2025-07-06T03:44:47Z,https://api.github.com/repos/mochilang/mochi,2,243,245,4,1,-241,121.5,XS
3206020154,5448,Refactor any2mochi structure,OpenAI_Codex,tamnd,closed,2025-07-06T03:44:13Z,2025-07-06T03:44:35Z,https://api.github.com/repos/mochilang/mochi,241,247,488,8,1,-6,1.0248962655601659,M
3206020439,5449,Refactor any2mochi TypeScript converter,OpenAI_Codex,tamnd,closed,2025-07-06T03:44:30Z,2025-07-06T03:44:59Z,https://api.github.com/repos/mochilang/mochi,333,303,636,11,1,30,0.9099099099099099,M
3206036253,5450,Refactor PHP converter into subpackage,OpenAI_Codex,tamnd,closed,2025-07-06T03:55:58Z,2025-07-06T03:56:09Z,https://api.github.com/repos/mochilang/mochi,45,32,77,4,1,13,0.7111111111111111,S
3206053116,5451,Refactor any2mochi subpackages,OpenAI_Codex,tamnd,closed,2025-07-06T04:12:58Z,,https://api.github.com/repos/mochilang/mochi,165,598,763,16,1,-433,3.624242424242424,M
3206053638,5452,Refactor JVM converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:14:11Z,2025-07-06T04:19:43Z,https://api.github.com/repos/mochilang/mochi,82,41,123,3,1,41,0.5,S
3206053828,5453,Refactor OCaml converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:14:29Z,2025-07-06T04:19:51Z,https://api.github.com/repos/mochilang/mochi,109,41,150,5,1,68,0.3761467889908257,M
3206053930,5454,Refactor any2mochi C++ converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:14:40Z,2025-07-06T04:20:32Z,https://api.github.com/repos/mochilang/mochi,125,76,201,4,1,49,0.608,M
3206053983,5455,Refactor asm converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:14:48Z,2025-07-06T04:20:41Z,https://api.github.com/repos/mochilang/mochi,94,42,136,4,1,52,0.44680851063829785,S
3206054043,5456,Refactor any2mochi C# converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:14:57Z,2025-07-06T04:20:59Z,https://api.github.com/repos/mochilang/mochi,146,66,212,3,1,80,0.4520547945205479,M
3206054113,5457,Refactor Clojure any2mochi converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:15:06Z,2025-07-06T04:21:11Z,https://api.github.com/repos/mochilang/mochi,35,25,60,2,1,10,0.7142857142857143,S
3206054197,5458,Refactor COBOL converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:15:16Z,2025-07-06T04:21:17Z,https://api.github.com/repos/mochilang/mochi,255,531,786,7,1,-276,2.0823529411764707,M
3206054255,5459,Refactor Dart converter into subpackage,OpenAI_Codex,tamnd,closed,2025-07-06T04:15:25Z,2025-07-06T04:21:22Z,https://api.github.com/repos/mochilang/mochi,190,105,295,5,1,85,0.5526315789473685,M
3206054313,5460,Refactor any2mochi Erlang converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:15:35Z,2025-07-06T04:21:29Z,https://api.github.com/repos/mochilang/mochi,50,14,64,5,1,36,0.28,S
3206054384,5461,Refactor Elixir converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:15:45Z,2025-07-06T04:21:37Z,https://api.github.com/repos/mochilang/mochi,126,41,167,4,1,85,0.3253968253968254,M
3206054571,5462,Refactor Fortran converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:16:05Z,2025-07-06T04:21:44Z,https://api.github.com/repos/mochilang/mochi,84,171,255,5,1,-87,2.0357142857142856,S
3206054661,5463,Refactor F# any2mochi converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:16:14Z,2025-07-06T04:21:49Z,https://api.github.com/repos/mochilang/mochi,136,104,240,6,1,32,0.7647058823529411,M
3206054757,5464,Refactor any2mochi Java converter,OpenAI_Codex,tamnd,closed,2025-07-06T04:16:31Z,,https://api.github.com/repos/mochilang/mochi,113,41,154,5,1,72,0.36283185840707965,M
3187201705,30957,Add unity catalog asset utilities,OpenAI_Codex,steplercamp,closed,2025-06-30T05:30:59Z,,https://api.github.com/repos/dagster-io/dagster,249,0,249,8,1,249,0.0,M
3187271791,8418,fix(mac): align file provider settings - test branch only,OpenAI_Codex,Rello,closed,2025-06-30T06:09:30Z,2025-06-30T06:11:17Z,https://api.github.com/repos/nextcloud/desktop,49,188,237,7,2,-139,3.836734693877551,S
3077931883,15,Improve benchmark reporting,OpenAI_Codex,felixtrz,closed,2025-05-20T18:44:32Z,2025-05-20T18:50:49Z,https://api.github.com/repos/elixr-games/elics,102,81,183,2,2,21,0.7941176470588235,M
3078172167,17,Improve ECS performance benchmarks,OpenAI_Codex,felixtrz,closed,2025-05-20T20:33:59Z,,https://api.github.com/repos/elixr-games/elics,91,37,128,8,1,54,0.4065934065934066,S
3194660633,4731,chore: reset generated constants after build,OpenAI_Codex,mldangelo,closed,2025-07-02T05:46:42Z,2025-07-02T06:06:37Z,https://api.github.com/repos/promptfoo/promptfoo,1,0,1,1,1,1,0.0,XS
3194732986,908,Add licence signing and verification,OpenAI_Codex,242816,closed,2025-07-02T06:23:38Z,2025-07-02T09:37:04Z,https://api.github.com/repos/bionic-gpt/bionic-gpt,415,179,594,10,5,236,0.43132530120481927,M
3194852325,1310,Add Input component to UI package,OpenAI_Codex,toyamarinyon,closed,2025-07-02T07:13:08Z,2025-07-02T11:50:35Z,https://api.github.com/repos/giselles-ai/giselle,86,71,157,6,6,15,0.8255813953488372,S
3194886306,1313,Add Input component page to playground,OpenAI_Codex,toyamarinyon,closed,2025-07-02T07:26:23Z,2025-07-02T08:50:31Z,https://api.github.com/repos/giselles-ai/giselle,24,1,25,3,2,23,0.041666666666666664,S
3194886592,1314,Add table component demo page,OpenAI_Codex,toyamarinyon,closed,2025-07-02T07:26:29Z,2025-07-02T08:36:55Z,https://api.github.com/repos/giselles-ai/giselle,58,0,58,2,1,58,0.0,S
3194908704,4456,Check for app health checks and volume mounts before `bluegreen` build,OpenAI_Codex,kylemclaren,open,2025-07-02T07:34:47Z,,https://api.github.com/repos/superfly/flyctl,76,13,89,4,4,63,0.17105263157894737,S
3122030212,198,Fix selectable footer status text,OpenAI_Codex,Franz-Fischbach,closed,2025-06-05T17:25:15Z,2025-06-10T11:14:56Z,https://api.github.com/repos/metacraft-labs/codetracer,16,0,16,2,1,16,0.0,S
3127595470,106,Update README for 1.3.5 release,OpenAI_Codex,jonhadfield,closed,2025-06-07T22:09:40Z,2025-06-07T22:10:53Z,https://api.github.com/repos/jonhadfield/soba,19,0,19,2,1,19,0.0,S
3193916620,573,Add xtask formatting helper,OpenAI_Codex,brayniac,closed,2025-07-01T21:53:26Z,2025-07-01T22:16:38Z,https://api.github.com/repos/iopsystems/rezolus,80,0,80,5,1,80,0.0,S
3193905559,264,Add basic tool analytics to dashboard,OpenAI_Codex,opcode81,closed,2025-07-01T21:46:35Z,2025-07-13T21:13:56Z,https://api.github.com/repos/oraios/serena,11410,10603,22013,136,14,807,0.9292725679228747,XL
3140906273,51,Increase coverage for SQLAlchemy utilities and lifespans,OpenAI_Codex,simba-git,closed,2025-06-12T16:23:47Z,2025-06-12T16:25:05Z,https://api.github.com/repos/featureform/enrichmcp,84,0,84,2,1,84,0.0,S
3148955043,1062,Add LeetCode 395 example,OpenAI_Codex,tamnd,closed,2025-06-16T07:59:45Z,2025-06-16T09:48:21Z,https://api.github.com/repos/mochilang/mochi,84,0,84,1,1,84,0.0,S
3148955360,1063,Add LeetCode 396 Rotate Function example,OpenAI_Codex,tamnd,closed,2025-06-16T07:59:51Z,2025-06-16T09:48:33Z,https://api.github.com/repos/mochilang/mochi,54,0,54,1,1,54,0.0,S
3148955722,1064,Add Mochi solution for LeetCode 397,OpenAI_Codex,tamnd,closed,2025-06-16T07:59:59Z,2025-06-16T09:48:43Z,https://api.github.com/repos/mochilang/mochi,66,0,66,1,1,66,0.0,S
3148956071,1065,Add LeetCode 398 example,OpenAI_Codex,tamnd,closed,2025-06-16T08:00:05Z,2025-06-16T09:48:53Z,https://api.github.com/repos/mochilang/mochi,66,0,66,1,1,66,0.0,S
3148956582,1066,Add Evaluate Division example,OpenAI_Codex,tamnd,closed,2025-06-16T08:00:14Z,2025-06-16T09:49:02Z,https://api.github.com/repos/mochilang/mochi,103,0,103,1,1,103,0.0,M
3148956975,1067,Add solution for LeetCode problem 400,OpenAI_Codex,tamnd,closed,2025-06-16T08:00:21Z,2025-06-16T09:49:11Z,https://api.github.com/repos/mochilang/mochi,74,0,74,1,1,74,0.0,S
3149158904,1078,Add Mochi solution for LeetCode 114,OpenAI_Codex,tamnd,closed,2025-06-16T09:04:36Z,2025-06-16T09:07:20Z,https://api.github.com/repos/mochilang/mochi,104,0,104,1,1,104,0.0,M
3149159021,1079,Add Mochi solution for LeetCode 116,OpenAI_Codex,tamnd,closed,2025-06-16T09:04:38Z,2025-06-16T09:07:31Z,https://api.github.com/repos/mochilang/mochi,97,0,97,1,1,97,0.0,S
3149166790,1080,Add LeetCode 129 example,OpenAI_Codex,tamnd,closed,2025-06-16T09:07:04Z,2025-06-16T09:16:13Z,https://api.github.com/repos/mochilang/mochi,72,0,72,1,1,72,0.0,S
3149238434,1083,Add LeetCode 297 solution using explicit tree builder,OpenAI_Codex,tamnd,closed,2025-06-16T09:28:32Z,2025-06-16T09:32:11Z,https://api.github.com/repos/mochilang/mochi,69,27,96,1,1,42,0.391304347826087,S
3149343644,1086,Fix leetcode 398 example,OpenAI_Codex,tamnd,closed,2025-06-16T09:59:57Z,2025-06-16T10:00:07Z,https://api.github.com/repos/mochilang/mochi,2,3,5,1,1,-1,1.5,XS
